start_dt,end_dt,machine,benchmark,model,#SDC,#DUE,#abort,#end,acc_time,Time Beam Off,acc_err,Flux 1h,Fluency(Flux * $AccTime),Cross Section SDC,Cross Section DUE
2021-05-18 14:58:56,2021-05-18 15:58:56,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,10,8,1,1,3174.731573,0.0,15035,3921499.973739959,12449709780.150915,8.032315754013325e-10,6.425852603210662e-10
2021-05-19 04:04:39,2021-05-19 05:04:39,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,11,4,0,0,5591.819193,0.0,64,3921499.973739959,21928318818.5081,5.016344431619492e-10,1.8241252478616326e-10
2021-05-19 15:58:45,2021-05-19 16:58:45,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,3,2,0,0,292.455595,2243.350999999986,79,1477805.2827428875,432192423.2587144,6.941352597947262e-09,4.627568398631508e-09
2021-05-08 16:22:45,2021-05-08 17:46:01,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,15,1,0,0,4996.520019,738.6829999999997,256,3341747.3951278743,16697107758.197523,8.98359177962164e-10,5.989061186414427e-11
2021-05-15 10:42:01,2021-05-15 13:45:24,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,5,1,0,0,11003.146171,10410.96800000039,5,211051.15263712785,2322226682.0243497,2.1531059128307667e-09,4.3062118256615336e-10
2021-05-19 16:05:53,2021-05-19 17:16:48,carol-raspberry1,Conv,conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite,5,1,0,0,4255.844145,2576.6769999999915,9,1547249.7795199535,6584853915.022535,7.593182877744811e-10,1.5186365755489622e-10
2021-05-19 22:47:42,2021-05-19 23:47:42,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,10,5,0,0,4056.10258,0.0,44,3921499.973739959,15906006160.95658,6.286933312364947e-10,3.143466656182473e-10
2021-05-20 12:39:16,2021-05-20 13:39:16,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,20,8,0,0,4723.358391,0.0,205,3921499.973739959,18522649806.270912,1.0797591170367495e-09,4.3190364681469983e-10
2021-06-01 09:02:17,2021-06-01 10:02:17,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,1,1,0,0,1092.462072,3240.165999999999,69,391969.1726529859,428211454.5166068,2.335294839622788e-09,2.335294839622788e-09
2021-05-30 16:36:53,2021-05-30 21:39:41,carol-raspberry1,Conv,conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite,1,1,0,0,18168.184841,156.147,1,3887796.5266560353,70634205920.48463,1.4157446621906312e-11,1.4157446621906312e-11
