time;machine;benchmark;#SDC;#abort;#end;acc_time;header;acc_err;file_path
Fri May  7 05:17:21 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;21.061284; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_05_17_21_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 05:17:52 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;19.066181; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_05_17_52_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 05:22:24 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;463.444539; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_05_22_24_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 05:31:40 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;7655.387621; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_05_31_40_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:44:38 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;23.077473; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_44_38_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:45:14 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_45_14_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:45:38 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;295.977896; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_07_09_45_38_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:45:45 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_45_45_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:46:24 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_46_24_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:46:25 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;100.957326; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_46_25_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:46:55 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_46_55_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:53:05 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;2.790948; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_256_256_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_256_256_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_256_256_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_53_05_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:53:28 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;10.614524; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_256_256_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_256_256_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_256_256_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_53_28_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:53:49 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;14.156105; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_512_512_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_512_512_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_512_512_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_53_49_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:54:10 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;15.768722; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1024_1024_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1024_1024_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_54_10_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:54:32 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;9.481458; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_256_256_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_256_256_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_256_256_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_54_32_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:54:53 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;13.043477; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_512_512_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_512_512_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_512_512_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_54_53_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:55:14 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;15.069788; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1024_1024_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1024_1024_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_55_14_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 09:56:49 2021;carol-raspberry1;Classification_ECC_OFF;0;0;0;13.4256; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/tfhub_tf2_resnet_50_imagenet_ptq_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt;0;/tmp/parserSDC/2021_05_07_09_56_49_Classification_ECC_OFF_carol-raspberry1.log
Fri May  7 09:57:11 2021;carol-raspberry1;Classification_ECC_OFF;0;0;0;13.516591; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/models/inception_v4_299_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/neural-networks/inputs/ILSVRC2012_val_100.txt;0;/tmp/parserSDC/2021_05_07_09_57_11_Classification_ECC_OFF_carol-raspberry1.log
Fri May  7 09:58:58 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;147.512883; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_09_58_58_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 10:13:06 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;191.336995; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_10_13_06_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 10:18:35 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;78.623128; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_10_18_35_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 10:21:22 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;264.190449; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_10_21_22_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 10:34:08 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;47.853861; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_10_34_08_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 12:24:32 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;994.967201; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_12_24_32_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 12:45:44 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;2790.226185; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_12_45_44_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 13:55:09 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;56.640322; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_13_55_09_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 13:59:08 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;58.456772; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_13_59_08_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 14:01:19 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;15676.411813; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_14_01_19_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 19:10:50 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;6602.731038; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_19_10_50_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 21:12:49 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;188.449052; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_21_12_49_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 21:17:31 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;237.646498; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_21_17_31_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 21:23:22 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;9;0;0;5718.050172; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;27;/tmp/parserSDC/2021_05_07_21_23_22_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 23:16:41 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;0;0;0;0; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;0;/tmp/parserSDC/2021_05_07_23_16_41_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Fri May  7 23:18:03 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;4;0;0;2370.709157; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;133;/tmp/parserSDC/2021_05_07_23_18_03_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 00:02:00 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;1;0;0;168.238248; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;1;/tmp/parserSDC/2021_05_08_00_02_00_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 00:05:39 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;2;0;0;977.699191; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-conv_2d_1_1000_1000_1_40_40_1_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_conv_2d_1_1000_1000_1_40_40_1_1_quant_edgetpu.out;3;/tmp/parserSDC/2021_05_08_00_05_39_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
Sat May  8 00:24:14 2021;carol-raspberry1;Coral-Conv2d_ECC_OFF;3;0;0;493.859385; model_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/models/depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.tflite, input_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/inputs/rand-depthwise_conv_2d_1_1000_1000_3_20_20_3_1.bmp, golden_file: /home/carol/radiation-benchmarks/src/sequential/Coral-TPU/elementary-ops/golden/golden_rand_depthwise_conv_2d_1_1000_1000_3_20_20_3_1_quant_edgetpu.out;29;/tmp/parserSDC/2021_05_08_00_24_14_Coral-Conv2d_ECC_OFF_carol-raspberry1.log
